<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;60;02/09/24;110000;254.03;254.2;250.4;250.5;16930320
SBER;60;02/09/24;120000;250.49;251.4;249.09;249.1;10803180
SBER;60;02/09/24;130000;249.1;250.34;247.6;249;11679430
SBER;60;02/09/24;140000;249.01;251.27;248.86;250.42;5458240
SBER;60;02/09/24;150000;250.4;250.5;248.1;248.55;3718440
SBER;60;02/09/24;160000;248.57;248.82;246.08;246.45;9910350
SBER;60;02/09/24;170000;246.42;247.28;245.11;246.08;9190530
SBER;60;02/09/24;180000;246.09;248.07;245.62;247.61;6969310
SBER;60;02/09/24;190000;247.6;248.44;245.76;245.87;4940720
SBER;60;02/09/24;200000;245.89;245.91;243.15;243.68;7144560
SBER;60;02/09/24;210000;243.76;243.93;242.65;243.4;5001620
SBER;60;02/09/24;220000;243.36;243.86;243;243.48;2197950
SBER;60;02/09/24;230000;243.45;244.65;243.35;243.87;2050550
SBER;60;03/09/24;000000;243.9;244.5;243.71;244.31;1571800
SBER;60;03/09/24;110000;244.39;246.79;240.01;240.45;23006180
SBER;60;03/09/24;120000;240.42;248.3;240.2;247.92;21220020
SBER;60;03/09/24;130000;247.93;249.16;246.62;247.43;11900130
SBER;60;03/09/24;140000;247.41;250;247.22;248.97;8370420
SBER;60;03/09/24;150000;248.97;249;245.71;246.13;6868850
SBER;60;03/09/24;160000;246.12;246.79;244;245.39;7867520
SBER;60;03/09/24;170000;245.39;246.7;244.45;245.04;4685270
SBER;60;03/09/24;180000;245.04;245.28;241.64;242.62;8871580
SBER;60;03/09/24;190000;242.62;243.7;241;242.8;5584550
SBER;60;03/09/24;200000;242.5;243.94;242.18;243.19;2633070
SBER;60;03/09/24;210000;243.19;243.99;243.1;243.47;942940
SBER;60;03/09/24;220000;243.5;244.8;243.05;244.52;1757770
SBER;60;03/09/24;230000;244.64;244.75;243.86;244.5;986560
SBER;60;04/09/24;000000;244.5;244.69;243.72;244.04;928800
SBER;60;04/09/24;110000;244.51;246.89;242.8;246.31;13313810
SBER;60;04/09/24;120000;246.33;247.89;245.46;246.01;7663330
SBER;60;04/09/24;130000;246.02;247.2;245.01;246.52;4805940
SBER;60;04/09/24;140000;246.51;247.88;246;247.86;3186980
SBER;60;04/09/24;150000;247.86;248.14;246.32;247.65;6147120
SBER;60;04/09/24;160000;247.65;249.28;247.57;248.19;6445940
SBER;60;04/09/24;170000;248.2;248.9;247.65;248.1;3852040
SBER;60;04/09/24;180000;248.09;248.96;247.73;248.77;3502510
SBER;60;04/09/24;190000;248.8;250;248.31;250;4941160
SBER;60;04/09/24;200000;250.47;251.91;250.05;251.59;5921190
SBER;60;04/09/24;210000;251.59;253.5;251.47;253.14;5103100
SBER;60;04/09/24;220000;253.13;253.5;251.53;252.47;3863900
SBER;60;04/09/24;230000;252.5;252.64;252.02;252.56;670810
SBER;60;05/09/24;000000;252.57;253.06;252.18;253.01;1210400
SBER;60;05/09/24;110000;255;255.5;251.11;252.92;17285200
SBER;60;05/09/24;120000;252.88;253.39;251.89;252.56;4520490
SBER;60;05/09/24;130000;252.56;255.45;252.18;255.19;9248700
SBER;60;05/09/24;140000;255.19;255.44;254.31;255;3472300
SBER;60;05/09/24;150000;255;255.9;254.91;255.77;4469180
SBER;60;05/09/24;160000;255.77;258.17;255.62;256.85;12748460
SBER;60;05/09/24;170000;256.85;257.53;255.62;255.84;5504780
SBER;60;05/09/24;180000;255.83;256.23;254.11;254.15;7139840
SBER;60;05/09/24;190000;254.15;254.19;252.53;252.53;7011740
SBER;60;05/09/24;200000;252.53;253.2;251.72;252.68;3557080
SBER;60;05/09/24;210000;252.68;253.77;252.53;252.97;1322560
SBER;60;05/09/24;220000;252.93;253.21;252.38;253.03;1161000
SBER;60;05/09/24;230000;253.03;253.1;252.7;252.77;345260
SBER;60;06/09/24;000000;252.76;252.98;252.68;252.82;488690
SBER;60;06/09/24;110000;253.04;253.5;252.17;252.9;5428350
SBER;60;06/09/24;120000;252.9;253.9;250.8;251.36;5383940
SBER;60;06/09/24;130000;251.37;251.81;250.34;251.54;4741760
SBER;60;06/09/24;140000;251.5;252.27;250.31;250.62;2605410
SBER;60;06/09/24;150000;250.66;252;250.4;251.63;1994770
SBER;60;06/09/24;160000;251.64;255.25;251.53;254.97;7256670
SBER;60;06/09/24;170000;254.97;255.35;253.52;254.8;3871020
SBER;60;06/09/24;180000;254.79;255.34;252.58;253.21;4720360
SBER;60;06/09/24;190000;253.2;253.43;252.56;253.23;1641910
SBER;60;06/09/24;200000;253;253.77;252.9;253.69;728430
SBER;60;06/09/24;210000;253.69;254.2;253.59;253.9;963380
SBER;60;06/09/24;220000;253.99;254.03;253.78;253.8;717570
SBER;60;06/09/24;230000;253.83;254.77;253.76;254.77;629230
SBER;60;07/09/24;000000;254.77;254.85;254.24;254.77;638630
SBER;60;09/09/24;110000;256;260.87;255.3;259.56;17905880
SBER;60;09/09/24;120000;259.59;260.2;258.78;259.22;7463430
SBER;60;09/09/24;130000;259.2;260.27;258.85;259.95;5343690
SBER;60;09/09/24;140000;259.95;261.57;259.94;261.3;6543160
SBER;60;09/09/24;150000;261.3;261.48;259.73;260.1;4704440
SBER;60;09/09/24;160000;260.1;260.95;260.01;260.12;2272150
SBER;60;09/09/24;170000;260.12;260.4;259.11;260.34;3441260
SBER;60;09/09/24;180000;260.33;262.3;260.18;261.7;6896820
SBER;60;09/09/24;190000;261.7;262.85;260.54;262.4;4159640
SBER;60;09/09/24;200000;262.61;262.88;262.16;262.49;1999640
SBER;60;09/09/24;210000;262.5;262.59;261.86;262.22;1064170
SBER;60;09/09/24;220000;262.22;263.14;262;263.13;2124330
SBER;60;09/09/24;230000;263.13;263.14;262.71;263.06;880240
SBER;60;10/09/24;000000;263.09;263.45;262.9;263.31;1235370
SBER;60;10/09/24;110000;264.6;264.61;261.1;261.18;15638090
SBER;60;10/09/24;120000;261.23;263.16;260.7;261.2;7793770
SBER;60;10/09/24;130000;261.24;261.79;260.55;261.74;3664820
SBER;60;10/09/24;140000;261.76;262.25;260.53;260.99;3178960
SBER;60;10/09/24;150000;261;261.5;260.67;261.05;1916020
SBER;60;10/09/24;160000;261.06;262;260.78;261.34;2909080
SBER;60;10/09/24;170000;261.33;262;261.08;261.84;2742940
SBER;60;10/09/24;180000;261.84;261.9;259.69;260.32;6946780
SBER;60;10/09/24;190000;260.31;261;259.13;259.75;4049860
SBER;60;10/09/24;200000;259.75;259.8;258.7;259.43;2785770
SBER;60;10/09/24;210000;259.43;260.44;259.33;259.77;1363310
SBER;60;10/09/24;220000;259.77;260.46;259.66;260.45;1451300
SBER;60;10/09/24;230000;260.46;261.43;260.45;261.1;2461660
SBER;60;11/09/24;000000;261.11;261.41;261.08;261.29;759020
SBER;60;11/09/24;110000;260.8;262;260.37;261.02;5378800
SBER;60;11/09/24;120000;261;261.28;259.71;259.98;3863680
SBER;60;11/09/24;130000;259.97;260.2;258.91;259.95;4550440
SBER;60;11/09/24;140000;259.95;260.67;259.43;260.04;1804730
SBER;60;11/09/24;150000;260.04;260.92;259.35;260.85;2104070
SBER;60;11/09/24;160000;260.85;261.92;260.65;261.18;4663080
SBER;60;11/09/24;170000;261.19;261.7;260.46;261;1958940
SBER;60;11/09/24;180000;260.99;260.99;259.8;259.82;2384340
SBER;60;11/09/24;190000;259.82;260.99;259.81;260.46;1596090
SBER;60;11/09/24;200000;260.15;260.79;258.82;259.27;3728680
SBER;60;11/09/24;210000;259.24;259.9;258.84;259.19;951630
SBER;60;11/09/24;220000;259.19;259.34;258.22;258.46;1760040
SBER;60;11/09/24;230000;258.44;258.47;257.5;258.33;2788260
SBER;60;12/09/24;000000;258.3;258.7;257.87;258.2;654450
SBER;60;12/09/24;110000;257.79;258.68;256.1;256.56;8412420
SBER;60;12/09/24;120000;256.56;257;255.61;256.32;6915430
SBER;60;12/09/24;130000;256.32;256.73;255.8;256.25;2785320
SBER;60;12/09/24;140000;256.23;256.24;255.18;255.79;2923560
SBER;60;12/09/24;150000;255.8;256.46;255.5;255.81;2337520
SBER;60;12/09/24;160000;255.8;256.1;254;254.01;5736820
SBER;60;12/09/24;170000;254.01;254.47;253.36;253.71;6102700
SBER;60;12/09/24;180000;253.71;254.93;253.7;254.29;3474870
SBER;60;12/09/24;190000;254.29;254.54;253.21;253.21;1705630
SBER;60;12/09/24;200000;253.39;254.1;252.85;253.07;2153600
SBER;60;12/09/24;210000;253.07;253.92;253;253.7;643890
SBER;60;12/09/24;220000;253.7;254.73;253.69;254.04;1121720
SBER;60;12/09/24;230000;254.04;255.08;253.91;254.79;1300230
SBER;60;13/09/24;000000;254.78;255.08;254.68;254.93;681200
SBER;60;13/09/24;110000;255.18;256.39;254.11;256.26;6192970
SBER;60;13/09/24;120000;256.25;256.26;254.76;255.34;2669310
SBER;60;13/09/24;130000;255.3;255.63;254.98;255.18;2455910
SBER;60;13/09/24;140000;255.18;259.92;248.75;251.78;34196170
SBER;60;13/09/24;150000;251.78;252.39;249.17;250.45;16795380
SBER;60;13/09/24;160000;250.45;253.98;249.8;253.98;12274330
SBER;60;13/09/24;170000;253.98;256.72;253.1;255.8;14640100
SBER;60;13/09/24;180000;255.79;258.56;255.3;257.44;8405050
SBER;60;13/09/24;190000;257.44;259;257.43;257.77;5302780
SBER;60;13/09/24;200000;257.83;258.99;257.37;258.33;3238290
SBER;60;13/09/24;210000;258.34;258.37;257.06;258.02;1666540
SBER;60;13/09/24;220000;258;258.27;257.51;257.66;845900
SBER;60;13/09/24;230000;257.64;258.22;257.64;257.85;954140
SBER;60;14/09/24;000000;257.87;258.29;257.54;258.25;1436100
SBER;60;16/09/24;110000;259.65;261.14;257.8;258.29;10919950
SBER;60;16/09/24;120000;258.29;260.88;258.07;260.62;5217290
SBER;60;16/09/24;130000;260.6;262.51;260.59;262.35;6241270
SBER;60;16/09/24;140000;262.34;263.59;262.03;263.41;6604460
SBER;60;16/09/24;150000;263.43;264.37;263.04;263.51;6180830
SBER;60;16/09/24;160000;263.52;264.14;262.03;263.66;5176470
SBER;60;16/09/24;170000;263.66;264.07;263.3;263.61;2645690
SBER;60;16/09/24;180000;263.6;263.79;262.73;263.66;2929120
SBER;60;16/09/24;190000;263.65;263.7;263.21;263.33;1378570
SBER;60;16/09/24;200000;263.36;263.52;262.72;263.1;1223320
SBER;60;16/09/24;210000;263.09;263.13;262.81;263;723860
SBER;60;16/09/24;220000;262.99;263.5;262.93;263.24;975530
SBER;60;16/09/24;230000;263.25;263.81;262.98;263.29;1278340
SBER;60;17/09/24;000000;263.28;263.8;262.98;263.79;1020190
SBER;60;17/09/24;110000;264.12;265.4;262.55;263.43;12207770
SBER;60;17/09/24;120000;263.44;264.98;262.5;264.5;5928510
SBER;60;17/09/24;130000;264.5;265;263.84;264.07;3413070
SBER;60;17/09/24;140000;264.06;264.06;262.6;263.1;3037550
SBER;60;17/09/24;150000;263.1;263.1;260.55;261.44;6509230
SBER;60;17/09/24;160000;261.44;263;260.76;262.81;4444300
SBER;60;17/09/24;170000;262.81;264.14;262.52;263.26;3505890
SBER;60;17/09/24;180000;263.26;266.3;263.1;266.22;6924130
SBER;60;17/09/24;190000;266.22;267;265.46;266.54;6747740
SBER;60;17/09/24;200000;266.32;266.72;265.61;266.2;1551190
SBER;60;17/09/24;210000;266.21;266.33;265.89;265.96;842080
SBER;60;17/09/24;220000;265.96;266.4;265.86;266.21;923470
SBER;60;17/09/24;230000;266.22;266.24;266;266.09;590800
SBER;60;18/09/24;000000;266.06;266.24;265.9;265.99;857230
SBER;60;18/09/24;110000;265.73;267.99;265.21;266.69;10681440
SBER;60;18/09/24;120000;266.69;266.75;265.05;265.61;6405390
SBER;60;18/09/24;130000;265.59;266.17;265;265.46;3503770
SBER;60;18/09/24;140000;265.42;266.15;264.37;265.13;3881240
SBER;60;18/09/24;150000;265.13;265.87;263.62;263.83;3326210
SBER;60;18/09/24;160000;263.81;265.44;263.68;265.05;2221620
SBER;60;18/09/24;170000;265.09;266.7;264.4;266.35;2718160
SBER;60;18/09/24;180000;266.35;267.34;265.45;266;3574460
SBER;60;18/09/24;190000;266;266;265.03;265.5;1744910
SBER;60;18/09/24;200000;265.22;265.31;264.29;264.61;1535000
SBER;60;18/09/24;210000;264.62;264.99;264.55;264.94;803750
SBER;60;18/09/24;220000;264.96;265.49;264.67;264.69;878060
SBER;60;18/09/24;230000;264.67;264.71;264.19;264.2;541990
SBER;60;19/09/24;000000;264.21;264.32;263.15;263.4;1391650
SBER;60;19/09/24;110000;263.93;264.41;262.32;263.91;6289660
SBER;60;19/09/24;120000;263.87;265;263.51;264.62;3686020
SBER;60;19/09/24;130000;264.62;266.18;264.6;266.17;3993810
SBER;60;19/09/24;140000;266.17;266.19;264.81;264.82;2686510
SBER;60;19/09/24;150000;264.83;265.83;264.31;265.73;2901040
SBER;60;19/09/24;160000;265.74;265.77;264.04;264.95;6876550
SBER;60;19/09/24;170000;264.94;265.2;264.88;265;1558460
SBER;60;19/09/24;180000;265;265.69;264.87;265.39;1786800
SBER;60;19/09/24;190000;265.37;265.5;263.33;263.33;3395040
SBER;60;19/09/24;200000;263.78;264.41;263.65;264.14;1222990
SBER;60;19/09/24;210000;264.09;264.41;264.01;264.37;320570
SBER;60;19/09/24;220000;264.37;264.38;264.07;264.23;322270
SBER;60;19/09/24;230000;264.23;264.39;264;264.1;313430
SBER;60;20/09/24;000000;264.11;264.5;264.1;264.5;271190
SBER;60;20/09/24;110000;264.55;265.88;264.5;265.46;4538480
SBER;60;20/09/24;120000;265.47;265.98;264.83;265.94;2033310
SBER;60;20/09/24;130000;265.94;266.5;265.47;265.53;3187230
SBER;60;20/09/24;140000;265.53;266.12;265.01;266.01;2421930
SBER;60;20/09/24;150000;266.02;267.1;265.86;266.63;5090130
SBER;60;20/09/24;160000;266.63;267.9;266.16;266.91;5952700
SBER;60;20/09/24;170000;266.84;267.88;266.66;266.92;3643190
SBER;60;20/09/24;180000;266.92;268.3;266.56;267.5;3250400
SBER;60;20/09/24;190000;267.5;268.42;267.29;268.42;2740900
SBER;60;20/09/24;200000;268.42;268.47;267.81;268.17;1224440
SBER;60;20/09/24;210000;268.17;268.24;267.83;268.16;533870
SBER;60;20/09/24;220000;268.15;268.4;267.83;268.4;750230
SBER;60;20/09/24;230000;268.4;269;268;268.91;2129550
SBER;60;21/09/24;000000;268.92;269.21;268.71;269.08;1234870
SBER;60;23/09/24;110000;269.32;272.5;269.3;271.79;13907900
SBER;60;23/09/24;120000;271.77;272.27;271.24;271.39;6129670
SBER;60;23/09/24;130000;271.37;271.75;270.61;271.5;4236920
SBER;60;23/09/24;140000;271.47;272.98;271.27;272.38;4942630
SBER;60;23/09/24;150000;272.38;272.79;271.8;272.66;2698530
SBER;60;23/09/24;160000;272.65;272.88;272.4;272.75;2277690
SBER;60;23/09/24;170000;272.73;273.4;272.73;273.26;3754280
SBER;60;23/09/24;180000;273.27;273.8;272.9;273.45;3988650
SBER;60;23/09/24;190000;273.45;273.6;271.85;272.4;3035380
SBER;60;23/09/24;200000;272.19;273.48;272.19;273.13;1711970
SBER;60;23/09/24;210000;273.12;273.34;272.55;272.95;1161720
SBER;60;23/09/24;220000;272.96;273.2;272.85;273.13;554590
SBER;60;23/09/24;230000;273.08;273.55;273.03;273.35;542590
SBER;60;24/09/24;000000;273.35;273.5;273.15;273.17;379200
SBER;60;24/09/24;110000;273.83;273.94;270.86;271.53;9934870
SBER;60;24/09/24;120000;271.55;272.43;270.5;272.36;5452760
SBER;60;24/09/24;130000;272.39;273.9;272.23;273.03;6113100
SBER;60;24/09/24;140000;273.03;273.48;272.19;272.46;3550040
SBER;60;24/09/24;150000;272.48;272.78;271.58;272.68;2230510
SBER;60;24/09/24;160000;272.66;272.91;271.59;272.23;1547270
SBER;60;24/09/24;170000;272.23;273.18;272.13;272.9;1708540
SBER;60;24/09/24;180000;272.9;273;272.64;273;1496620
SBER;60;24/09/24;190000;272.99;273;272.3;272.95;1388710
SBER;60;24/09/24;200000;272.9;272.95;272.5;272.59;537130
SBER;60;24/09/24;210000;272.53;273;272.52;272.93;507140
SBER;60;24/09/24;220000;272.94;273.5;272.83;273.29;1561650
SBER;60;24/09/24;230000;273.29;273.47;273.13;273.13;364120
SBER;60;25/09/24;000000;273.13;273.13;272.5;272.92;548020
SBER;60;25/09/24;110000;272.93;273.4;270.53;271.01;6560100
SBER;60;25/09/24;120000;271;271.91;270.63;271.57;2647390
SBER;60;25/09/24;130000;271.57;273.25;271.36;273;2932760
SBER;60;25/09/24;140000;273.01;273.8;273;273.01;4822880
SBER;60;25/09/24;150000;273.01;273.18;272.06;272.17;2296630
SBER;60;25/09/24;160000;272.17;272.76;272.01;272.31;1936350
SBER;60;25/09/24;170000;272.31;272.34;270.8;271.02;3374260
SBER;60;25/09/24;180000;271.01;271.04;268.76;268.96;8461960
SBER;60;25/09/24;190000;268.96;269.94;267.96;267.96;4960810
SBER;60;25/09/24;200000;268.16;268.58;267.63;267.63;2003190
SBER;60;25/09/24;210000;267.63;268.32;267.3;268.07;1435720
SBER;60;25/09/24;220000;268.08;268.53;268;268.53;726290
SBER;60;25/09/24;230000;268.53;269;268.5;268.73;728130
SBER;60;26/09/24;000000;268.78;268.81;267.52;267.8;860980
SBER;60;26/09/24;110000;267.6;267.78;265.81;266.76;8319670
SBER;60;26/09/24;120000;266.74;268.8;266.65;268.59;4317230
SBER;60;26/09/24;130000;268.6;269.76;268.59;269.08;4003540
SBER;60;26/09/24;140000;269.08;269.27;267.86;267.87;1787760
SBER;60;26/09/24;150000;267.87;268.32;267.38;267.94;1858610
SBER;60;26/09/24;160000;268;268.5;266.83;267.23;1948050
SBER;60;26/09/24;170000;267.22;267.65;265.41;266.11;4100680
SBER;60;26/09/24;180000;266.11;266.56;265.6;266.14;1536750
SBER;60;26/09/24;190000;266.14;266.9;265.8;266.24;1205070
SBER;60;26/09/24;200000;266.79;266.87;265.99;265.99;676660
SBER;60;26/09/24;210000;265.98;266.81;265.93;266.79;361600
SBER;60;26/09/24;220000;266.8;266.86;266.5;266.63;188080
SBER;60;26/09/24;230000;266.63;267.16;266.58;266.98;407250
SBER;60;27/09/24;000000;266.98;268.47;266.94;267.88;1127890
SBER;60;27/09/24;110000;268.5;268.9;267.17;268.37;2538860
SBER;60;27/09/24;120000;268.38;269.7;267.68;269.33;2951060
SBER;60;27/09/24;130000;269.32;269.6;268.45;268.9;1241140
SBER;60;27/09/24;140000;268.91;269.26;268;268.78;2186350
SBER;60;27/09/24;150000;268.77;269.15;268.15;268.77;1413160
SBER;60;27/09/24;160000;268.77;268.9;267.55;268.28;1478530
SBER;60;27/09/24;170000;268.28;268.97;267.51;268.96;1168300
SBER;60;27/09/24;180000;268.97;269.16;268.51;268.95;1522250
SBER;60;27/09/24;190000;268.92;269.15;268.85;268.95;1440710
SBER;60;27/09/24;200000;268.93;268.95;268.01;268.12;1057470
SBER;60;27/09/24;210000;268.12;268.17;267.9;268.12;425370
SBER;60;27/09/24;220000;268.12;268.46;268.02;268.24;780600
SBER;60;27/09/24;230000;268.26;268.27;267.85;268.09;307000
SBER;60;28/09/24;000000;268.08;268.16;267.97;268.07;340180
SBER;60;30/09/24;110000;269.25;271;268.6;270.35;6768190
SBER;60;30/09/24;120000;270.35;272.33;270.06;271.79;6644090
SBER;60;30/09/24;130000;271.76;271.85;270.23;270.31;5403620
SBER;60;30/09/24;140000;270.31;271.39;269.32;270.9;3911140
SBER;60;30/09/24;150000;270.89;270.97;269.11;269.67;3314220
SBER;60;30/09/24;160000;269.67;272.13;269.58;270.59;4327310
SBER;60;30/09/24;170000;270.58;271.6;270.37;270.99;2193020
SBER;60;30/09/24;180000;271;271.65;270.5;270.99;2335050
SBER;60;30/09/24;190000;270.99;271.9;270.75;271.86;2709090
SBER;60;30/09/24;200000;271.83;271.89;270.9;271.04;808110
SBER;60;30/09/24;210000;271.03;271.29;270.51;270.84;482700
SBER;60;30/09/24;220000;270.84;270.98;270.22;270.3;632160
SBER;60;30/09/24;230000;270.37;270.37;269.45;269.51;1426490
SBER;60;01/10/24;000000;269.51;269.65;268.14;268.49;1449450
SBER;60;01/10/24;110000;267.64;268.68;266.76;267.14;8418110
SBER;60;01/10/24;120000;267.13;267.89;264.72;265.36;8782740
SBER;60;01/10/24;130000;265.37;266.17;264.53;266.15;4626170
SBER;60;01/10/24;140000;266.15;266.8;265.15;265.7;4173040
SBER;60;01/10/24;150000;265.7;266.2;265;266.16;3012640
SBER;60;01/10/24;160000;266.15;266.15;265.41;265.41;1574370
SBER;60;01/10/24;170000;265.4;266.67;264;266.02;8570700
SBER;60;01/10/24;180000;266.02;267.2;265.8;267.15;5042340
SBER;60;01/10/24;190000;267.15;267.74;266.4;266.85;3397450
SBER;60;01/10/24;200000;266.85;267;265.87;266.64;1216310
SBER;60;01/10/24;210000;266.63;266.88;265.95;266.11;1086610
SBER;60;01/10/24;220000;266.11;266.34;264.39;265.77;1290970
SBER;60;01/10/24;230000;265.77;266.43;265.77;266.04;390630
SBER;60;02/10/24;000000;266.04;266.4;265.99;266.29;410630
SBER;60;02/10/24;110000;266.28;267.95;266.24;267.65;4187260
SBER;60;02/10/24;120000;267.65;268;267.21;267.6;1684660
SBER;60;02/10/24;130000;267.6;267.6;266.31;266.53;1954200
SBER;60;02/10/24;140000;266.54;266.69;265.51;265.94;2305950
SBER;60;02/10/24;150000;265.96;266;265.13;265.14;2214000
SBER;60;02/10/24;160000;265.14;265.39;263.63;264.29;4983270
SBER;60;02/10/24;170000;264.3;264.59;263.22;264.37;3393160
SBER;60;02/10/24;180000;264.38;264.51;262.39;262.44;5080170
SBER;60;02/10/24;190000;262.45;262.47;258.52;258.52;11589000
SBER;60;02/10/24;200000;259.09;259.92;258.52;259.34;4118060
SBER;60;02/10/24;210000;259.34;260.25;259.21;259.94;1707650
SBER;60;02/10/24;220000;259.93;260.02;258.6;259.51;1917960
SBER;60;02/10/24;230000;259.51;259.92;259.13;259.4;697970
SBER;60;03/10/24;000000;259.39;259.91;259;259.31;656810
SBER;60;03/10/24;110000;259.31;261;257.2;260.14;11292240
SBER;60;03/10/24;120000;260.11;261.47;259.55;259.75;3998990
SBER;60;03/10/24;130000;259.74;260.5;259.06;259.54;2298000
SBER;60;03/10/24;140000;259.55;260.1;258.27;258.79;3524090
SBER;60;03/10/24;150000;258.79;259.29;257.64;257.99;3991760
SBER;60;03/10/24;160000;257.99;262.47;257.98;262.46;10147650
SBER;60;03/10/24;170000;262.45;264.33;261.28;263.45;8964600
SBER;60;03/10/24;180000;263.46;264;262.34;262.89;4915750
SBER;60;03/10/24;190000;262.88;263.49;262.3;263.01;2395140
SBER;60;03/10/24;200000;263.05;264;262.81;263.67;2020760
SBER;60;03/10/24;210000;263.62;263.68;263.21;263.51;498760
SBER;60;03/10/24;220000;263.55;264.42;263.54;264.39;1034850
SBER;60;03/10/24;230000;264.39;264.41;263.75;263.99;543170
SBER;60;04/10/24;000000;263.95;264.49;263.72;264.25;862140
SBER;60;04/10/24;110000;264.95;265.44;263.13;264.79;6516020
SBER;60;04/10/24;120000;264.75;265.19;264;265.05;3755090
SBER;60;04/10/24;130000;265.05;265.19;263.62;264.32;2135300
SBER;60;04/10/24;140000;264.3;264.84;263.68;264.67;1694380
SBER;60;04/10/24;150000;264.66;265.04;264.01;264.18;1485850
SBER;60;04/10/24;160000;264.18;264.26;262.22;263.11;3248850
SBER;60;04/10/24;170000;263.11;263.39;262.11;262.8;2484570
SBER;60;04/10/24;180000;262.77;263.33;262.6;263.03;839610
SBER;60;04/10/24;190000;263.02;264.2;262.92;263.76;1547010
SBER;60;04/10/24;200000;263.76;264;263.51;263.7;372660
SBER;60;04/10/24;210000;263.65;263.83;263.49;263.82;298590
SBER;60;04/10/24;220000;263.83;264;263.3;263.6;535510
SBER;60;04/10/24;230000;263.6;264;263.57;263.66;433540
SBER;60;05/10/24;000000;263.66;264.34;263.63;264.09;559860
SBER;60;07/10/24;110000;264.25;267;263.5;263.73;7817450
SBER;60;07/10/24;120000;263.7;264.34;263.19;263.84;1801700
SBER;60;07/10/24;130000;263.84;264.43;261.37;261.75;6280250
SBER;60;07/10/24;140000;261.73;262.59;261.5;261.88;2310540
SBER;60;07/10/24;150000;261.88;263.12;261.71;262.14;2118870
SBER;60;07/10/24;160000;262.15;262.74;261.7;261.86;1477150
SBER;60;07/10/24;170000;261.87;263.34;261.71;263.22;2867960
SBER;60;07/10/24;180000;263.21;263.36;262.3;262.52;1012180
SBER;60;07/10/24;190000;262.5;262.89;262.13;262.6;741480
SBER;60;07/10/24;200000;262.9;263.27;262.7;262.87;635940
SBER;60;07/10/24;210000;262.89;263;262.75;262.81;231270
SBER;60;07/10/24;220000;262.84;263.68;262.75;263.66;766850
SBER;60;07/10/24;230000;263.67;263.68;263.2;263.4;333560
SBER;60;08/10/24;000000;263.4;263.47;263.08;263.39;508760
SBER;60;08/10/24;110000;263.19;263.41;262.02;262.25;2680410
SBER;60;08/10/24;120000;262.25;262.69;261.89;262.29;1695720
SBER;60;08/10/24;130000;262.28;263.8;262.26;263.35;2787820
SBER;60;08/10/24;140000;263.36;263.7;262.95;263.33;1461860
SBER;60;08/10/24;150000;263.31;263.63;262.2;262.72;1418320
SBER;60;08/10/24;160000;262.71;263.39;262.11;262.37;1595320
SBER;60;08/10/24;170000;262.36;263;262;262.85;1159030
SBER;60;08/10/24;180000;262.86;263.31;262.49;263.25;870840
SBER;60;08/10/24;190000;263.25;263.32;262.86;263.21;571520
SBER;60;08/10/24;200000;263.05;263.19;262.45;262.85;581500
SBER;60;08/10/24;210000;262.88;263.17;262.85;263.01;199590
SBER;60;08/10/24;220000;263.01;263.02;262.7;262.77;158210
SBER;60;08/10/24;230000;262.78;262.78;262.34;262.37;508850
SBER;60;09/10/24;000000;262.37;262.85;262.19;262.4;430820
SBER;60;09/10/24;110000;262.55;263.8;261.5;261.74;5616540
SBER;60;09/10/24;120000;261.74;262.35;261.21;261.93;1794600
SBER;60;09/10/24;130000;261.93;261.93;260.55;261;3542530
SBER;60;09/10/24;140000;260.99;261.19;260.15;260.53;2146160
SBER;60;09/10/24;150000;260.53;261.3;260.22;261.01;1496600
SBER;60;09/10/24;160000;261.03;261.17;260.28;260.76;1411750
SBER;60;09/10/24;170000;260.77;260.89;259.8;260.28;2409900
SBER;60;09/10/24;180000;260.27;260.74;259.6;260.1;2765880
SBER;60;09/10/24;190000;260.13;260.2;259.61;259.61;1605220
SBER;60;09/10/24;200000;259.6;260.4;259.59;260.17;924900
SBER;60;09/10/24;210000;260.17;260.3;260.03;260.3;179150
SBER;60;09/10/24;220000;260.3;260.34;260.18;260.24;208320
SBER;60;09/10/24;230000;260.24;260.58;260.15;260.46;309260
SBER;60;10/10/24;000000;260.42;261;260.18;260.86;545040
SBER;60;10/10/24;110000;260.89;261.64;260.2;260.92;3055700
SBER;60;10/10/24;120000;260.9;261.43;260.72;261;2108310
SBER;60;10/10/24;130000;260.99;261;259.81;260.22;2322030
SBER;60;10/10/24;140000;260.19;260.3;259.31;259.66;1212360
SBER;60;10/10/24;150000;259.67;260.2;259.3;259.43;1611560
SBER;60;10/10/24;160000;259.41;259.8;258.91;259.53;2589720
SBER;60;10/10/24;170000;259.53;260.1;259.41;260.02;1201710
SBER;60;10/10/24;180000;260.02;260.29;259.68;259.85;1414430
SBER;60;10/10/24;190000;259.86;260.1;259.7;260.1;565690
SBER;60;10/10/24;200000;260.1;260.39;259.9;260.1;532700
SBER;60;10/10/24;210000;260.1;260.2;259.9;260.01;327990
SBER;60;10/10/24;220000;260.03;260.19;259.9;259.96;146840
SBER;60;10/10/24;230000;259.96;260.1;259.82;259.89;276640
