<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;60;02/12/24;120000;237.64;238.22;236.59;237;6157040
SBER;60;02/12/24;130000;236.98;237.02;235.33;235.7;5664410
SBER;60;02/12/24;140000;235.72;236.32;234.32;235.7;5306650
SBER;60;02/12/24;150000;235.69;236.83;235.55;236.25;2816920
SBER;60;02/12/24;160000;236.23;237.34;235.27;235.28;3568950
SBER;60;02/12/24;170000;235.31;236.08;234.67;235.96;2891690
SBER;60;02/12/24;180000;235.96;236.67;235.09;236.07;2141980
SBER;60;02/12/24;190000;236.03;236.7;235.61;235.61;2339020
SBER;60;02/12/24;200000;235.85;236.02;235.49;235.72;834790
SBER;60;02/12/24;210000;235.71;235.84;235.3;235.37;497360
SBER;60;02/12/24;220000;235.37;235.79;235.34;235.63;508680
SBER;60;02/12/24;230000;235.63;235.73;235.5;235.61;391330
SBER;60;03/12/24;000000;235.58;235.61;235.1;235.17;565360
SBER;60;03/12/24;110000;235.29;235.97;233.32;233.85;7604640
SBER;60;03/12/24;120000;233.85;233.85;232.5;232.57;6418330
SBER;60;03/12/24;130000;232.58;233.67;232.41;232.86;2969620
SBER;60;03/12/24;140000;232.87;234.15;232.84;233.68;1988410
SBER;60;03/12/24;150000;233.65;234.29;233.1;233.33;3145710
SBER;60;03/12/24;160000;233.33;233.36;230.81;231.35;7200590
SBER;60;03/12/24;170000;231.35;231.49;230.26;231.26;4435910
SBER;60;03/12/24;180000;231.25;231.8;230.29;231.8;3690640
SBER;60;03/12/24;190000;231.79;232.49;231.37;231.52;2453290
SBER;60;03/12/24;200000;231.52;231.86;230.57;231.52;1674630
SBER;60;03/12/24;210000;231.48;231.69;230.7;230.8;965590
SBER;60;03/12/24;220000;230.82;231.22;230.34;230.69;1184230
SBER;60;03/12/24;230000;230.69;231.11;230.4;230.41;926670
SBER;60;04/12/24;000000;230.4;231;230.39;230.8;655540
SBER;60;04/12/24;110000;231.05;231.62;229.3;230.49;8548870
SBER;60;04/12/24;120000;230.48;233.39;230.4;233.39;9133830
SBER;60;04/12/24;130000;233.38;233.79;232.65;233.18;4626190
SBER;60;04/12/24;140000;233.2;233.3;232.7;232.92;2017350
SBER;60;04/12/24;150000;232.86;233.7;232.71;233.54;1926960
SBER;60;04/12/24;160000;233.55;233.73;231.87;232.01;5353960
SBER;60;04/12/24;170000;232;232.18;229.8;230.65;7039310
SBER;60;04/12/24;180000;230.65;230.66;227.84;228.23;9764770
SBER;60;04/12/24;190000;228.21;228.88;227.02;227.5;6163730
SBER;60;04/12/24;200000;226.81;226.83;224.5;225.43;9215080
SBER;60;04/12/24;210000;225.44;225.68;224.42;225.11;3407120
SBER;60;04/12/24;220000;225.1;225.52;224.64;224.79;1486490
SBER;60;04/12/24;230000;224.79;225.18;224.58;224.95;1646500
SBER;60;05/12/24;000000;224.95;225;224.3;224.55;2044830
SBER;60;05/12/24;110000;224.6;227.44;224.06;226.29;11130000
SBER;60;05/12/24;120000;226.27;227.69;225.02;225.19;7004680
SBER;60;05/12/24;130000;225.19;226.7;224.51;226.3;5672060
SBER;60;05/12/24;140000;226.29;227;225.15;225.5;3329930
SBER;60;05/12/24;150000;225.5;226.89;225;225.36;3691840
SBER;60;05/12/24;160000;225.38;225.59;222.82;224.05;7653410
SBER;60;05/12/24;170000;224.05;228.52;223.53;227.01;12244050
SBER;60;05/12/24;180000;227.06;232.77;227.05;231.6;17650870
SBER;60;05/12/24;190000;231.59;232.4;230.83;231.49;4811630
SBER;60;05/12/24;200000;231.5;233.75;231.49;232.2;6337890
SBER;60;05/12/24;210000;232.18;232.55;231.62;232.13;2293350
SBER;60;05/12/24;220000;232.13;233.36;232.13;232.82;1934420
SBER;60;05/12/24;230000;232.82;233.44;232.81;233.32;2039180
SBER;60;06/12/24;000000;233.32;233.59;232.63;233.48;1108890
SBER;60;06/12/24;110000;233.63;236.5;231.52;236.29;17727020
SBER;60;06/12/24;120000;236.29;236.5;234.24;234.73;11906730
SBER;60;06/12/24;130000;234.73;235.19;232.82;234.01;7022170
SBER;60;06/12/24;140000;234.02;234.5;232.57;233.85;4730430
SBER;60;06/12/24;150000;233.89;236.09;232.84;235.89;6389310
SBER;60;06/12/24;160000;235.87;237.07;235.12;236.8;8799770
SBER;60;06/12/24;170000;236.8;237.92;235.24;237.02;9330900
SBER;60;06/12/24;180000;237.02;237.46;236;236.68;4438840
SBER;60;06/12/24;190000;236.7;237.27;236.01;236.99;2264290
SBER;60;06/12/24;200000;236.99;237.1;236.41;236.63;1150390
SBER;60;06/12/24;210000;236.67;237.59;236.51;237.5;2143440
SBER;60;06/12/24;220000;237.51;237.9;237.3;237.73;2015560
SBER;60;06/12/24;230000;237.72;237.89;237.5;237.8;1144690
SBER;60;07/12/24;000000;237.8;238.25;237.67;237.84;1939870
SBER;60;09/12/24;110000;239.27;240.29;238.51;239.58;10754990
SBER;60;09/12/24;120000;239.58;239.62;238;238.18;5314010
SBER;60;09/12/24;130000;238.15;238.48;236.75;237.83;5912340
SBER;60;09/12/24;140000;237.83;238.89;237.14;237.15;2582640
SBER;60;09/12/24;150000;237.14;238.03;236.82;237.62;3624630
SBER;60;09/12/24;160000;237.62;239.39;237.16;239.37;4251640
SBER;60;09/12/24;170000;239.37;240.51;238.54;240.17;8108760
SBER;60;09/12/24;180000;240.15;240.29;238.7;238.99;3663500
SBER;60;09/12/24;190000;239;239.28;237.5;237.82;3487500
SBER;60;09/12/24;200000;237.81;238.24;237.61;238.11;1431850
SBER;60;09/12/24;210000;238.1;238.24;237.53;237.76;772060
SBER;60;09/12/24;220000;237.79;238;237.68;237.85;632870
SBER;60;09/12/24;230000;237.87;238.02;237.65;237.82;599560
SBER;60;10/12/24;000000;237.81;237.94;237.21;237.29;1177970
SBER;60;10/12/24;110000;238;238.01;233.69;233.88;14307040
SBER;60;10/12/24;120000;233.85;234.82;233.23;233.99;5893990
SBER;60;10/12/24;130000;233.98;234;232.37;233.48;6217810
SBER;60;10/12/24;140000;233.48;234.5;233;233.44;5415120
SBER;60;10/12/24;150000;233.53;233.75;232.12;232.64;5586640
SBER;60;10/12/24;160000;232.67;233.64;232.18;232.68;2375860
SBER;60;10/12/24;170000;232.67;234.34;231.9;232.11;6279120
SBER;60;10/12/24;180000;232.14;232.66;230.86;230.99;5614750
SBER;60;10/12/24;190000;230.99;231.44;230.68;231.37;2467890
SBER;60;10/12/24;200000;231.37;231.82;230.65;231.15;1643170
SBER;60;10/12/24;210000;231.13;231.43;230.75;231.31;844000
SBER;60;10/12/24;220000;231.31;231.54;231.25;231.41;622730
SBER;60;10/12/24;230000;231.41;231.49;231;231.12;642140
SBER;60;11/12/24;000000;231.11;231.12;230.8;230.82;638090
SBER;60;11/12/24;110000;230.5;231.24;229.67;230.05;8769330
SBER;60;11/12/24;120000;230.02;230.86;229.22;230.09;7638830
SBER;60;11/12/24;130000;230.15;232.48;229.8;231.78;8405330
SBER;60;11/12/24;140000;231.78;231.8;229.81;230.1;4361490
SBER;60;11/12/24;150000;230.12;232;229.81;231.24;3607190
SBER;60;11/12/24;160000;231.18;232.3;230.81;231.01;3450360
SBER;60;11/12/24;170000;230.96;232.82;230.71;232.29;4418600
SBER;60;11/12/24;180000;232.3;233.25;231.64;231.93;5092750
SBER;60;11/12/24;190000;231.93;232.38;231;231.4;2826530
SBER;60;11/12/24;200000;231.1;233.01;229.9;232.68;8299220
SBER;60;11/12/24;210000;232.68;233.75;232.53;232.64;3841230
SBER;60;11/12/24;220000;232.64;233.46;232.63;233.04;1062310
SBER;60;11/12/24;230000;233.05;233.6;232.81;233.55;1125940
SBER;60;12/12/24;000000;233.54;234.39;233.46;234.19;1918830
SBER;60;12/12/24;110000;234;235.95;233.03;235.9;8869370
SBER;60;12/12/24;120000;235.89;235.94;234.4;234.53;5424720
SBER;60;12/12/24;130000;234.54;235.1;233.65;234.33;3462050
SBER;60;12/12/24;140000;234.3;234.68;232.12;232.55;4940980
SBER;60;12/12/24;150000;232.56;233.22;231.57;232;4188910
SBER;60;12/12/24;160000;232.05;234.28;231.77;234;4530150
SBER;60;12/12/24;170000;234.03;234.63;232.21;232.26;3258540
SBER;60;12/12/24;180000;232.22;232.59;230.8;230.93;5854400
SBER;60;12/12/24;190000;230.94;231.23;229.45;230;7897910
SBER;60;12/12/24;200000;230;230;228.52;229.6;5336960
SBER;60;12/12/24;210000;229.61;230.21;229.13;229.72;2037100
SBER;60;12/12/24;220000;229.72;229.95;229.33;229.81;923970
SBER;60;12/12/24;230000;229.81;230.02;229.15;229.4;1411990
SBER;60;13/12/24;000000;229.39;229.49;229.01;229.02;981850
SBER;60;13/12/24;110000;228.89;230.37;228.5;229.72;8375460
SBER;60;13/12/24;120000;229.71;230.34;227.85;228.24;6211370
SBER;60;13/12/24;130000;228.23;229.6;227.85;228.6;5080130
SBER;60;13/12/24;140000;228.6;231.33;228.54;229.98;5796300
SBER;60;13/12/24;150000;229.99;230.12;228.53;228.76;4032830
SBER;60;13/12/24;160000;228.73;229.75;228.12;229.24;5006880
SBER;60;13/12/24;170000;229.24;229.25;228.2;228.45;2391140
SBER;60;13/12/24;180000;228.42;229.98;228.25;229.32;3518870
SBER;60;13/12/24;190000;229.33;229.75;229.07;229.48;1502530
SBER;60;13/12/24;200000;229.48;229.48;229.08;229.38;816180
SBER;60;13/12/24;210000;229.37;229.6;229.2;229.21;533340
SBER;60;13/12/24;220000;229.21;229.24;228.81;228.98;709210
SBER;60;13/12/24;230000;228.98;229.07;228.72;229.07;756090
SBER;60;14/12/24;000000;229.04;229.15;228.5;228.7;1360950
SBER;60;16/12/24;110000;228.6;229.05;227.16;228.3;7770930
SBER;60;16/12/24;120000;228.31;228.31;226.62;226.68;6099080
SBER;60;16/12/24;130000;226.68;227.3;226;226.38;4941860
SBER;60;16/12/24;140000;226.38;227;225.76;226.14;4002460
SBER;60;16/12/24;150000;226.14;226.25;224.75;225.24;5552910
SBER;60;16/12/24;160000;225.25;225.81;224.6;224.8;4021260
SBER;60;16/12/24;170000;224.8;226.4;224.79;225.59;4698900
SBER;60;16/12/24;180000;225.6;226.23;225.18;225.58;3684040
SBER;60;16/12/24;190000;225.55;225.76;224.63;224.8;3244860
SBER;60;16/12/24;200000;224.91;225.2;224.38;224.4;2772790
SBER;60;16/12/24;210000;224.41;226.58;224.38;225.87;4451430
SBER;60;16/12/24;220000;225.88;226.13;225.35;225.7;1251530
SBER;60;16/12/24;230000;225.67;225.76;225.16;225.58;759210
SBER;60;17/12/24;000000;225.59;225.6;224.84;225.53;1268000
SBER;60;17/12/24;110000;225.58;227.25;225.01;227.08;7308700
SBER;60;17/12/24;120000;227.07;227.07;225.81;226.14;3403510
SBER;60;17/12/24;130000;226.13;227.49;226.13;226.94;4606340
SBER;60;17/12/24;140000;226.94;227.09;226.38;226.38;2906090
SBER;60;17/12/24;150000;226.39;226.56;224.7;225.19;5992070
SBER;60;17/12/24;160000;225.17;225.4;224.58;224.82;3734290
SBER;60;17/12/24;170000;224.81;225.12;223.72;224.54;4990470
SBER;60;17/12/24;180000;224.5;225.6;223.93;225.12;5630520
SBER;60;17/12/24;190000;225.12;225.55;224.55;225.06;2208110
SBER;60;17/12/24;200000;225.1;225.25;224.61;225.24;950080
SBER;60;17/12/24;210000;225.25;225.48;225.14;225.32;746470
SBER;60;17/12/24;220000;225.32;225.5;224.98;225.13;799860
SBER;60;17/12/24;230000;225.13;225.94;225.09;225.63;1225560
SBER;60;18/12/24;000000;225.66;226.5;225.49;226.5;1325620
SBER;60;18/12/24;110000;226.72;227.99;225.82;226.03;7837380
SBER;60;18/12/24;120000;226.03;226.17;225.1;225.21;4118170
SBER;60;18/12/24;130000;225.21;225.74;225;225.39;2931160
SBER;60;18/12/24;140000;225.39;225.5;224.33;225.4;3670040
SBER;60;18/12/24;150000;225.42;225.81;224.77;225.6;2774940
SBER;60;18/12/24;160000;225.6;226.89;225.22;225.43;5185880
SBER;60;18/12/24;170000;225.42;225.53;225.07;225.19;1694690
SBER;60;18/12/24;180000;225.19;227.14;225.1;226.8;4171520
SBER;60;18/12/24;190000;226.79;227.34;226.41;226.94;3914750
SBER;60;18/12/24;200000;227.99;230.8;227.51;230.72;12828240
SBER;60;18/12/24;210000;230.71;230.79;229.39;229.7;4313470
SBER;60;18/12/24;220000;229.7;230.6;229.65;230.42;2152110
SBER;60;18/12/24;230000;230.5;230.69;229.71;230.05;1413010
SBER;60;19/12/24;000000;230.03;230.29;229.68;230.15;996660
SBER;60;19/12/24;110000;230.17;230.59;228.83;229.15;7668710
SBER;60;19/12/24;120000;229.16;231.9;228.46;231.9;13311950
SBER;60;19/12/24;130000;231.9;233.38;231.7;233.18;14912850
SBER;60;19/12/24;140000;233.17;234.46;232.57;233.78;11959300
SBER;60;19/12/24;150000;233.76;233.8;232.64;232.9;6079410
SBER;60;19/12/24;160000;232.9;234.99;230.12;230.79;41077320
SBER;60;19/12/24;170000;230.79;231.29;228.76;229.74;10342110
SBER;60;19/12/24;180000;229.75;230.83;229.12;229.79;5455590
SBER;60;19/12/24;190000;229.77;229.8;227.71;228.6;5785750
SBER;60;19/12/24;200000;228.7;229.25;228.45;228.79;1884300
SBER;60;19/12/24;210000;228.8;229.57;228.74;229.45;1229120
SBER;60;19/12/24;220000;229.45;229.85;229.15;229.83;1424810
SBER;60;19/12/24;230000;229.82;230;228.87;229.15;1671470
SBER;60;20/12/24;000000;229.13;229.49;228.51;229;1029300
SBER;60;20/12/24;110000;229.32;229.39;228.03;228.52;6376770
SBER;60;20/12/24;120000;228.52;229.93;228.25;229.45;3867120
SBER;60;20/12/24;130000;229.47;231.35;228.95;231;6203090
SBER;60;20/12/24;140000;231.01;245.58;230.5;243.93;59009270
SBER;60;20/12/24;150000;243.93;247;243.52;246.48;29753100
SBER;60;20/12/24;160000;246.48;248.29;244.58;247.5;22348010
SBER;60;20/12/24;170000;247.5;253;247.45;250.78;32594670
SBER;60;20/12/24;180000;250.75;253.77;250.23;253.23;23970860
SBER;60;20/12/24;190000;253.2;258.98;253.17;257.17;25053980
SBER;60;20/12/24;200000;256.97;257.17;254.31;254.91;10177340
SBER;60;20/12/24;210000;254.91;255.96;254.41;255.94;3825690
SBER;60;20/12/24;220000;255.95;257.56;255.89;256.54;4265190
SBER;60;20/12/24;230000;256.55;257.79;256.35;257.59;3381950
SBER;60;21/12/24;000000;257.61;257.95;257.21;257.6;4336840
SBER;60;23/12/24;110000;260;264;256.51;263.98;41715410
SBER;60;23/12/24;120000;263.96;270;263.6;267.05;44780460
SBER;60;23/12/24;130000;267.05;267.07;264.71;265.43;12888580
SBER;60;23/12/24;140000;265.43;266.5;262.63;264.61;12902870
SBER;60;23/12/24;150000;264.6;268;264.59;265.44;13064560
SBER;60;23/12/24;160000;265.45;266.77;263.52;264.91;8267480
SBER;60;23/12/24;170000;264.89;267.35;264.84;266.25;8106350
SBER;60;23/12/24;180000;266.22;267.74;265.26;265.59;7195340
SBER;60;23/12/24;190000;265.58;265.58;263.6;263.6;5750050
SBER;60;23/12/24;200000;263.78;264.65;263.01;263.38;3231310
SBER;60;23/12/24;210000;263.39;264.34;263.2;263.76;1256230
SBER;60;23/12/24;220000;263.72;265.1;263.67;264.56;1768750
SBER;60;23/12/24;230000;264.57;264.57;264.05;264.45;819880
SBER;60;24/12/24;000000;264.37;264.99;264.3;264.9;841340
SBER;60;24/12/24;110000;264.93;265.16;261.02;263.09;18660720
SBER;60;24/12/24;120000;263.08;266.79;262;265.55;16519090
SBER;60;24/12/24;130000;265.55;266.6;264.13;264.78;11615450
SBER;60;24/12/24;140000;264.78;265.34;263.51;264.79;9080750
SBER;60;24/12/24;150000;264.75;265.94;264.41;265.27;5171440
SBER;60;24/12/24;160000;265.28;265.93;264.84;265.7;5339070
SBER;60;24/12/24;170000;265.68;265.77;264.11;264.78;5650330
SBER;60;24/12/24;180000;264.79;265.8;264.47;265.18;5050140
SBER;60;24/12/24;190000;265.18;265.42;263.87;264.3;2979030
SBER;60;24/12/24;200000;264.2;264.88;264;264.59;1239520
SBER;60;24/12/24;210000;264.58;264.9;264.26;264.63;807270
SBER;60;24/12/24;220000;264.63;264.7;264.41;264.62;491190
SBER;60;24/12/24;230000;264.62;264.7;264.41;264.44;611720
SBER;60;25/12/24;000000;264.45;264.69;264.2;264.34;532080
SBER;60;25/12/24;110000;263.64;264.15;260.31;263.47;17286330
SBER;60;25/12/24;120000;263.44;266;262.5;265.74;13006120
SBER;60;25/12/24;130000;265.74;269.75;265.72;268.22;22002980
SBER;60;25/12/24;140000;268.22;269.3;267.25;269.25;7321750
SBER;60;25/12/24;150000;269.3;269.3;268.05;269.11;4990980
SBER;60;25/12/24;160000;269.11;270.9;268.81;270.65;14004740
SBER;60;25/12/24;170000;270.64;273;270.45;272.01;15627380
SBER;60;25/12/24;180000;272.04;272.25;269.67;270.22;12056920
SBER;60;25/12/24;190000;270.24;270.58;268.8;269.99;6004000
SBER;60;25/12/24;200000;271.15;272.3;270.33;270.57;7396150
SBER;60;25/12/24;210000;270.6;271.64;270.56;271.05;1918560
SBER;60;25/12/24;220000;271.05;271.78;270.82;271.44;1460240
SBER;60;25/12/24;230000;271.5;271.9;271.14;271.84;1292440
SBER;60;26/12/24;000000;271.75;271.97;271.41;271.69;1132850
SBER;60;26/12/24;110000;272.02;274.25;270.8;272.96;19410980
SBER;60;26/12/24;120000;272.94;273.39;269.65;270.33;11323000
SBER;60;26/12/24;130000;270.33;272.05;269.55;271.97;7030050
SBER;60;26/12/24;140000;271.99;272.4;270.5;271.35;6170190
SBER;60;26/12/24;150000;271.3;271.3;269.72;270.84;6622300
SBER;60;26/12/24;160000;270.85;272;270.39;271.45;5587470
SBER;60;26/12/24;170000;271.48;272;270.55;271.25;3862290
SBER;60;26/12/24;180000;271.21;271.56;270.58;271.06;1997400
SBER;60;26/12/24;190000;271.07;271.34;270.8;271.15;2277850
SBER;60;26/12/24;200000;271;272;270.91;271.88;2023410
SBER;60;26/12/24;210000;271.88;272;269.9;269.92;3284820
SBER;60;26/12/24;220000;269.94;270.42;269.55;269.9;2634020
SBER;60;26/12/24;230000;269.88;270.18;269.1;269.32;2433000
SBER;60;27/12/24;000000;269.3;270;269.2;269.56;867190
SBER;60;27/12/24;110000;269.69;271.6;268.57;270.86;9886360
SBER;60;27/12/24;120000;270.88;272.16;270.51;271.3;6676360
SBER;60;27/12/24;130000;271.3;271.85;270.88;271.52;4554860
SBER;60;27/12/24;140000;271.52;271.52;269.7;269.84;7666490
SBER;60;27/12/24;150000;269.84;270.52;269.2;270.42;4662480
SBER;60;27/12/24;160000;270.4;270.56;269.76;270.52;3499370
SBER;60;27/12/24;170000;270.52;271.4;270.29;270.78;3467900
SBER;60;27/12/24;180000;270.8;270.81;270.29;270.57;2890660
SBER;60;27/12/24;190000;270.57;270.65;270.02;270.5;1458990
SBER;60;27/12/24;200000;270.5;271;270.22;270.9;1673120
SBER;60;27/12/24;210000;270.87;271.4;270.73;270.81;1907230
SBER;60;27/12/24;220000;270.85;271.21;270.81;271.16;1143900
SBER;60;27/12/24;230000;271.16;271.74;271.05;271.41;1487130
SBER;60;28/12/24;000000;271.43;271.6;270.82;271.2;1146840
SBER;60;28/12/24;110000;271.37;273.05;271.32;272.62;7097920
SBER;60;28/12/24;120000;272.62;273.99;272.3;273.44;6414990
SBER;60;28/12/24;130000;273.43;273.67;272.7;272.8;3399460
SBER;60;28/12/24;140000;272.8;273.1;272;272.33;3697380
SBER;60;28/12/24;150000;272.33;272.82;271.62;271.82;3074130
SBER;60;28/12/24;160000;271.83;272.25;270.4;271.53;4899400
SBER;60;28/12/24;170000;271.53;272.09;270.55;271.01;2459330
SBER;60;28/12/24;180000;271.01;271.8;270.94;271.55;1280730
SBER;60;28/12/24;190000;271.55;271.78;271.35;271.7;1608670
SBER;60;28/12/24;200000;271.73;271.95;271.46;271.65;958990
SBER;60;28/12/24;210000;271.65;272.59;271.55;272.59;1136820
SBER;60;28/12/24;220000;272.59;272.94;272.21;272.54;1246100
SBER;60;28/12/24;230000;272.53;272.8;272.46;272.73;834920
SBER;60;29/12/24;000000;272.74;272.99;272.54;272.83;1451240
SBER;60;30/12/24;110000;273.99;276.5;273.7;275.87;13822130
SBER;60;30/12/24;120000;275.78;276.3;275.3;275.95;4077350
SBER;60;30/12/24;130000;275.97;276.15;275;275.16;3146350
SBER;60;30/12/24;140000;275.15;275.64;274.74;275.33;2341420
SBER;60;30/12/24;150000;275.33;276.41;275.24;276.22;3691550
SBER;60;30/12/24;160000;276.3;277.39;275.9;275.91;5358020
SBER;60;30/12/24;170000;275.91;276.94;275.9;276.51;1803540
SBER;60;30/12/24;180000;276.51;277.8;276.49;277.8;3954800
SBER;60;30/12/24;190000;277.8;279.4;277.61;279.4;5738380
SBER;60;30/12/24;200000;279.4;279.4;278.18;278.98;2944350
SBER;60;30/12/24;210000;278.99;279.09;278.28;278.4;1212440
SBER;60;30/12/24;220000;278.42;279.12;278.31;278.97;1035270
SBER;60;30/12/24;230000;278.97;279.4;278.9;279.39;1460440
SBER;60;31/12/24;000000;279.38;279.49;279.05;279.43;1767800
